optID,day_margin,daytoexpire,optiontype,Delta,strikeprice,spotprice,monthly dividend yield,RFR,Garch_Vol_RMS,moneyness,theoryprice,settleprice
10000001,109,0.298630137,0,0.959,3.5,4.81622,0.024,0.002171,0.014447,1.376062857,1.28409,1.249
10000001,112,0.306849315,0,0.959,3.5,4.84427,0.024,0.002171,0.014447,1.384077143,1.31106,1.2626
10000001,113,0.309589041,0,0.913,3.5,4.73135,0.024,0.002171,0.014447,1.351814286,1.19868,1.1588
10000001,114,0.312328767,0,0.925,3.5,4.70613,0.024,0.002171,0.014447,1.344608571,1.17336,1.125
10000001,115,0.315068493,0,0.928,3.5,4.76195,0.024,0.002171,0.014447,1.360557143,1.22847,1.1748
10000001,116,0.317808219,0,0.937,3.5,4.75585,0.024,0.002171,0.014447,1.358814286,1.22213,1.164
10000001,119,0.326027397,0,0.9,3.5,4.71884,0.024,0.002171,0.014447,1.34824,1.18454,1.1548
10000001,120,0.328767123,0,0.91,3.5,4.67915,0.024,0.002171,0.014447,1.3369,1.14487,1.1178
10000001,121,0.331506849,0,0.96,3.5,4.74068,0.024,0.002171,0.014447,1.35448,1.20563,1.1616
10000001,122,0.334246575,0,0.917,3.5,4.81276,0.024,0.002171,0.014447,1.375074286,1.27685,1.2524
10000001,123,0.336986301,0,0.912,3.5,4.81523,0.024,0.002171,0.014447,1.37578,1.279,1.2658
10000001,126,0.345205479,0,0.885,3.5,4.70463,0.024,0.002171,0.014447,1.34418,1.16844,1.1476
10000001,127,0.347945205,0,0.915,3.5,4.63571,0.024,0.002171,0.014447,1.324488571,1.0998,1.045
10000001,128,0.350684932,0,0.887,3.5,4.64764,0.024,0.002171,0.014447,1.327897143,1.11135,1.07
10000001,129,0.353424658,0,0.956,3.5,4.68178,0.024,0.002171,0.014447,1.337651429,1.14492,1.0914
10000001,130,0.356164384,0,0.934,3.5,4.72487,0.024,0.002171,0.014447,1.349962857,1.18736,1.1414
10000001,133,0.364383562,0,0.915,3.5,4.70793,0.024,0.002171,0.014447,1.345122857,1.16971,1.135
10000001,134,0.367123288,0,0.899,3.5,4.76276,0.024,0.002171,0.014447,1.360788571,1.22377,1.1838
10000001,135,0.369863014,0,0.908,3.5,4.77711,0.024,0.002171,0.014447,1.364888571,1.2377,1.1936
10000001,136,0.37260274,0,0.915,3.5,4.7758,0.024,0.002171,0.014447,1.364514286,1.23611,1.2098
10000001,137,0.375342466,0,0.9,3.5,4.77131,0.024,0.002171,0.014447,1.363231429,1.23137,1.2014
10000001,140,0.383561644,0,0.906,3.5,4.69505,0.0245,0.001932,0.021187,1.341442857,1.15373,1.1266
