optID,moneyness,daytoexpire,optiontype,RFR,Garch_Vol_RMS,monthly dividend yield,settleprice
10000001,1.035745714,0.736986301,0,0.001796,0.021634,0.0294,0.4008
10000001,1.00866,0.739726027,0,0.001796,0.021634,0.0294,0.362
10000001,1.025454286,0.750684932,0,0.001796,0.021634,0.0294,0.3954
10000001,1.038931429,0.753424658,0,0.001796,0.021634,0.0294,0.4026
10000002,1.03145,0.709589041,0,0.001279,0.014017,0.0287,0.3392
10000002,1.037369444,0.712328767,0,0.001279,0.014017,0.0287,0.35
10000002,1.020855556,0.715068493,0,0.001279,0.014017,0.0287,0.3166
10000002,1.023933333,0.717808219,0,0.001796,0.021634,0.0294,0.3296
10000002,1.020586111,0.720547945,0,0.001796,0.021634,0.0294,0.339
10000002,1.030572222,0.728767123,0,0.001796,0.021634,0.0294,0.3574
10000002,1.027236111,0.731506849,0,0.001796,0.021634,0.0294,0.3402
10000002,1.034033333,0.734246575,0,0.001796,0.021634,0.0294,0.3818
10000002,1.006975,0.736986301,0,0.001796,0.021634,0.0294,0.355
10000002,0.980641667,0.739726027,0,0.001796,0.021634,0.0294,0.3214
10000002,1.014783333,0.747945205,0,0.001796,0.021634,0.0294,0.3664
10000002,0.996969444,0.750684932,0,0.001796,0.021634,0.0294,0.3468
10000002,1.010072222,0.753424658,0,0.001796,0.021634,0.0294,0.3516
10000002,1.030466667,0.756164384,0,0.001796,0.021634,0.0294,0.4156
10000002,1.035511111,0.75890411,0,0.001796,0.021634,0.0294,0.405
10000002,1.024544444,0.873972603,0,0.002178,0.022042,0.0265,0.3134
10000003,1.039354054,0.561643836,0,0.001172,0.009879,0.0291,0.214
10000003,1.034951351,0.567123288,0,0.001172,0.009879,0.0291,0.204
10000003,1.03352973,0.575342466,0,0.001172,0.009879,0.0291,0.2108
10000003,1.033181081,0.643835616,0,0.001279,0.014017,0.0287,0.227
10000003,1.026208108,0.652054795,0,0.001279,0.014017,0.0287,0.2236
10000003,1.035067568,0.654794521,0,0.001279,0.014017,0.0287,0.2348
10000003,1.03767027,0.657534247,0,0.001279,0.014017,0.0287,0.2422
10000003,1.029202703,0.660273973,0,0.001279,0.014017,0.0287,0.2274
10000003,1.0377,0.671232877,0,0.001279,0.014017,0.0287,0.2704
10000003,1.02767027,0.673972603,0,0.001279,0.014017,0.0287,0.2712
10000003,1.026313514,0.676712329,0,0.001279,0.014017,0.0287,0.2672
10000003,1.033972973,0.679452055,0,0.001279,0.014017,0.0287,0.2756
10000003,1.014394595,0.682191781,0,0.001279,0.014017,0.0287,0.2528
10000003,1.018697297,0.690410959,0,0.001279,0.014017,0.0287,0.2924
10000003,1.025083784,0.693150685,0,0.001279,0.014017,0.0287,0.2996
10000003,1.021713514,0.695890411,0,0.001279,0.014017,0.0287,0.303
10000003,1.026491892,0.698630137,0,0.001279,0.014017,0.0287,0.3232
10000003,1.003572973,0.709589041,0,0.001279,0.014017,0.0287,0.2998
10000003,1.009332432,0.712328767,0,0.001279,0.014017,0.0287,0.304
10000003,0.993264865,0.715068493,0,0.001279,0.014017,0.0287,0.2744
10000003,0.996259459,0.717808219,0,0.001796,0.021634,0.0294,0.2914
10000003,0.993002703,0.720547945,0,0.001796,0.021634,0.0294,0.2966
10000003,1.002718919,0.728767123,0,0.001796,0.021634,0.0294,0.3134
10000003,0.999472973,0.731506849,0,0.001796,0.021634,0.0294,0.3014
10000003,1.006086486,0.734246575,0,0.001796,0.021634,0.0294,0.3376
10000003,0.979759459,0.736986301,0,0.001796,0.021634,0.0294,0.3116
10000003,0.987356757,0.747945205,0,0.001796,0.021634,0.0294,0.3254
10000003,0.970024324,0.750684932,0,0.001796,0.021634,0.0294,0.3078
10000003,0.982772973,0.753424658,0,0.001796,0.021634,0.0294,0.3124
10000003,1.002616216,0.756164384,0,0.001796,0.021634,0.0294,0.3698
10000003,1.007524324,0.75890411,0,0.001796,0.021634,0.0294,0.36
10000003,1.034737838,0.868493151,0,0.002178,0.022042,0.0265,0.352
10000003,1.023145946,0.871232877,0,0.002178,0.022042,0.0265,0.3426
10000003,0.996854054,0.873972603,0,0.002178,0.022042,0.0265,0.273
10000004,1.017636842,0.556164384,0,0.001172,0.009879,0.0291,0.1748
10000004,1.014902632,0.55890411,0,0.001172,0.009879,0.0291,0.1762
10000004,1.012002632,0.561643836,0,0.001172,0.009879,0.0291,0.1706
10000004,1.01915,0.564383562,0,0.001172,0.009879,0.0291,0.1728
10000004,1.007715789,0.567123288,0,0.001172,0.009879,0.0291,0.1632
10000004,1.006331579,0.575342466,0,0.001172,0.009879,0.0291,0.171
10000004,1.029944737,0.578082192,0,0.001172,0.009879,0.0291,0.1976
10000004,1.035584211,0.580821918,0,0.001172,0.009879,0.0291,0.1992
10000004,1.032344737,0.58630137,0,0.001172,0.009879,0.0291,0.2058
10000004,1.029689474,0.594520548,0,0.001172,0.009879,0.0291,0.203
10000004,1.032952632,0.597260274,0,0.001172,0.009879,0.0291,0.2122
10000004,1.032865789,0.616438356,0,0.001172,0.009879,0.0291,0.2356
10000004,1.035855263,0.619178082,0,0.001172,0.009879,0.0291,0.2534
10000004,1.029626316,0.635616438,0,0.001279,0.014017,0.0287,0.252
